SCHOOL_YEAR,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,grad_rate
2021-22,Public school,No,1.0,Milwaukee,3619,8.0,High School,Milwaukee,Marshall High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,295,146,0.49491525423728816
2021-22,Public school,No,1.0,Milwaukee,3619,38.0,High School,Milwaukee,Milwaukee High School of the Arts,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,216,197,0.9120370370370371
2021-22,Public school,No,1.0,Milwaukee,3619,71.0,Combined Elementary/Secondary School,Milwaukee,Milwaukee School of Languages,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,136,117,0.8602941176470589
2021-22,Public school,No,1.0,Milwaukee,3619,419.0,High School,Milwaukee,North Division High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,132,64,0.48484848484848486
2021-22,Public school,No,1.0,Milwaukee,3619,1072.0,High School,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,17,0.4722222222222222
2021-22,Public school,No,1.0,Milwaukee,3619,840.0,Combined Elementary/Secondary School,Milwaukee,Obama School of Career and Technical Education,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,167,73,0.437125748502994
2021-22,Public school,No,1.0,Milwaukee,3619,458.0,High School,Milwaukee,Project STAY-Supporting Teachers and Youth,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,9,0.15254237288135594
2021-22,Public school,No,1.0,Milwaukee,3619,26.0,High School,Milwaukee,Pulaski High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,249,123,0.4939759036144578
2021-22,Public school,No,1.0,Milwaukee,3619,435.0,High School,Milwaukee,Reagan College Preparatory High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,320,314,0.98125
2021-22,Public school,No,1.0,Milwaukee,3619,29.0,High School,Milwaukee,Riverside High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,292,222,0.7602739726027398
2021-22,Public school,No,1.0,Milwaukee,3619,1074.0,High School,Milwaukee,Shalom High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,24,0.43636363636363634
2021-22,Public school,No,1.0,Milwaukee,3619,442.0,High School,Milwaukee,South Accelerated Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,34,19,0.5588235294117647
2021-22,Public school,No,1.0,Milwaukee,3619,32.0,High School,Milwaukee,South Division High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,202,103,0.5099009900990099
2021-22,Public school,No,1.0,Milwaukee,3619,433.0,High School,Milwaukee,Transition High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,81,49,0.6049382716049383
2021-22,Public school,No,1.0,Milwaukee,3619,448.0,High School,Milwaukee,Vincent Accelerated Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,54,47,0.8703703703703703
2021-22,Public school,No,1.0,Milwaukee,3619,33.0,High School,Milwaukee,Vincent High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,152,77,0.506578947368421
2021-22,Public school,No,1.0,Milwaukee,3619,424.0,High School,Milwaukee,WHS Information Technology,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,145,56,0.38620689655172413
2021-22,Public school,No,1.0,Milwaukee,3619,399.0,Combined Elementary/Secondary School,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,29,6,0.20689655172413793
2021-22,Non District Charter Schools,Yes,1.0,Milwaukee,8106,1251.0,Combined Elementary/Secondary School,Milwaukee Academy of Science,Milwaukee Academy of Science,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,67,60,0.8955223880597015
2021-22,Public school,No,3.0,Iowa,3633,80.0,High School,Mineral Point Unified,Mineral Point High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,57,56,0.9824561403508771
2021-22,Public school,No,7.0,Manitowoc,3661,40.0,High School,Mishicot,Mishicot High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,66,63,0.9545454545454546
2021-22,Public school,No,10.0,Buffalo,3668,100.0,High School,Mondovi,Mondovi High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,61,0.953125
2021-22,Public school,No,2.0,Dane,3675,60.0,High School,Monona Grove,Monona Grove High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,265,253,0.9547169811320755
2021-22,Public school,No,2.0,Green,3682,120.0,High School,Monroe,Monroe High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,200,193,0.965
2021-22,Public school,No,5.0,Marquette,3689,40.0,High School,Montello,Montello Junior/Senior High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,36,0.9230769230769231
2021-22,Public school,No,2.0,Green,3696,40.0,High School,Monticello,Monticello High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,27,0.9642857142857143
2021-22,Public school,No,9.0,Marathon,3787,100.0,High School,Mosinee,Mosinee High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,179,166,0.9273743016759777
2021-22,Public school,No,2.0,Dane,3794,120.0,High School,Mount Horeb Area,Mount Horeb High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,189,183,0.9682539682539683
2021-22,Public school,No,1.0,Waukesha,3822,60.0,High School,Mukwonago,Mukwonago High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,413,402,0.9733656174334141
2021-22,Public school,No,1.0,Waukesha,3857,180.0,High School,Muskego-Norway,Muskego High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,391,385,0.9846547314578005
2021-22,Public school,No,5.0,Juneau,3871,40.0,High School,Necedah Area,Necedah High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,41,0.9111111111111111
2021-22,Public school,No,6.0,Winnebago,3892,180.0,High School,Neenah Joint,Neenah High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,508,483,0.9507874015748031
2021-22,Public school,No,10.0,Clark,3899,40.0,High School,Neillsville,Neillsville High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,71,65,0.9154929577464789
2021-22,Public school,No,5.0,Wood,3906,60.0,High School,Nekoosa,Nekoosa High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,67,0.9305555555555556
2021-22,Public school,No,10.0,Chippewa,3920,40.0,High School,New Auburn,New Auburn High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,24,0.96
2021-22,Public school,No,1.0,Waukesha,3925,50.0,High School,New Berlin,Eisenhower Middle/High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,178,168,0.9438202247191011
2021-22,Public school,No,1.0,Waukesha,3925,140.0,High School,New Berlin,New Berlin West Middle/High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,197,193,0.9796954314720813
2021-22,Public school,No,2.0,Green,3934,40.0,High School,New Glarus,New Glarus High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,87,80,0.9195402298850575
2021-22,Public school,No,7.0,Calumet,3941,80.0,High School,New Holstein,New Holstein High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,70,66,0.9428571428571428
2021-22,Public school,No,5.0,Juneau,3948,60.0,High School,New Lisbon,New Lisbon Junior High/High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,47,43,0.9148936170212766
2021-22,Public school,Yes,6.0,Waupaca,3955,430.0,High School,New London,Catalyst Academy,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,25,0.8928571428571429
2021-22,Public school,No,6.0,Waupaca,3955,80.0,High School,New London,New London High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,171,165,0.9649122807017544
2021-22,Public school,No,11.0,Saint Croix,3962,60.0,High School,New Richmond,New Richmond High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,215,199,0.9255813953488372
2021-22,Public school,No,8.0,Marinette,3969,40.0,High School,Niagara,Niagara High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,27,1.0
2021-22,Public school,No,1.0,Milwaukee,2177,20.0,High School,Nicolet Union High School,Nicolet High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,286,280,0.9790209790209791
2021-22,Public school,No,3.0,Crawford,2016,120.0,High School,North Crawford,North Crawford High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,33,0.9428571428571428
2021-22,Public school,No,6.0,Fond du Lac,3983,60.0,High School,North Fond du Lac,Horace Mann High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,110,105,0.9545454545454546
2021-22,Public school,No,1.0,Ozaukee,1945,60.0,High School,Northern Ozaukee,Ozaukee High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,65,63,0.9692307692307692
2021-22,Public school,Yes,1.0,Ozaukee,1945,850.0,Combined Elementary/Secondary School,Northern Ozaukee,Wisconsin Virtual Learning,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,62,55,0.8870967741935484
2021-22,Public school,No,9.0,Vilas,1526,90.0,High School,Northland Pines,Northland Pines High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,96,86,0.8958333333333334
2021-22,Public school,Yes,12.0,Washburn,3654,410.0,High School,Northwood,Northwood High/Middle,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,29,0.8787878787878788
2021-22,Public school,No,4.0,Monroe,3990,20.0,High School,Norwalk-Ontario-Wilton,Brookwood High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,38,0.8636363636363636
2021-22,Public school,No,1.0,Milwaukee,4018,140.0,High School,Oak Creek-Franklin Joint,Oak Creek High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,536,519,0.9682835820895522
2021-22,Public school,No,6.0,Fond du Lac,4025,60.0,High School,Oakfield,Oakfield High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,46,44,0.9565217391304348
2021-22,Public school,No,1.0,Waukesha,4060,130.0,High School,Oconomowoc Area,Oconomowoc High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,415,402,0.9686746987951808
2021-22,Public school,No,8.0,Oconto,4074,200.0,High School,Oconto Falls Public,Oconto Falls High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,100,98,0.98
2021-22,Public school,No,8.0,Oconto,4067,100.0,High School,Oconto Unified,Oconto High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,71,71,1.0
2021-22,Public school,No,6.0,Winnebago,4088,60.0,High School,Omro,Omro High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,80,76,0.95
2021-22,Public school,No,4.0,La Crosse,4095,40.0,High School,Onalaska,Onalaska High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,232,219,0.9439655172413793
2021-22,Public school,No,7.0,Sheboygan,4137,80.0,High School,Oostburg,Oostburg High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,83,81,0.9759036144578314
2021-22,Public school,No,2.0,Dane,4144,60.0,High School,Oregon,Oregon High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,310,296,0.9548387096774194
2021-22,Public school,No,11.0,Polk,4165,60.0,High School,Osceola,Osceola High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,115,112,0.9739130434782609
2021-22,Public school,No,6.0,Winnebago,4179,290.0,High School,Oshkosh Area,North High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,295,265,0.8983050847457628
2021-22,Public school,No,6.0,Winnebago,4179,300.0,High School,Oshkosh Area,West High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,433,390,0.9006928406466512
2021-22,Public school,No,10.0,Trempealeau,4186,80.0,High School,Osseo-Fairchild,Osseo-Fairchild High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,73,69,0.9452054794520548
2021-22,Public school,No,10.0,Clark,4207,60.0,High School,Owen-Withee,Owen-Withee High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,36,0.9230769230769231
2021-22,Public school,No,2.0,Jefferson,4221,15.0,High School,Palmyra-Eagle Area,Palmyra-Eagle High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,43,0.9772727272727273
2021-22,Public school,No,5.0,Columbia,4228,80.0,High School,Pardeeville Area,Pardeeville High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,58,52,0.896551724137931
2021-22,Public school,No,2.0,Rock,4151,100.0,High School,Parkview,Parkview High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,51,0.9107142857142857
2021-22,Non District Charter Schools,Yes,1.0,Milwaukee,8139,8139.0,High School,Pathways High,Pathways High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,11,0.4074074074074074
2021-22,Public school,No,3.0,Lafayette,490,40.0,High School,Pecatonica Area,Pecatonica High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,32,30,0.9375
2021-22,Public school,No,8.0,Marinette,4305,100.0,High School,Peshtigo,Peshtigo High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,89,76,0.8539325842696629
2021-22,Public school,No,1.0,Waukesha,4312,80.0,High School,Pewaukee,Pewaukee High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,188,181,0.9627659574468085
2021-22,Public school,No,12.0,Price,4347,120.0,High School,Phillips,Phillips High,2022,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,53,0.8983050847457628
